13, 0, 0, 0
13, 4300, 0, 0
13, 8600, 0, 0
5, 12900, 0, 0
13, 0, 1500, 180
13, 4300, 1500, 180
13, 8600, 1500, 180
5, 12900, 1500, 180
13, 0, 2500, 0
13, 4300, 2500, 0
13, 8600, 2500, 0
5, 12900, 2500, 0
13, 0, 4000, 180
13, 4300, 4000, 180
13, 8600, 4000, 180
5, 12900, 4000, 180
13, 5000, 5000, 0
1, 9300, 5000, 0
13, 5000, 6500, 180
1, 9300, 6500, 180
13, 5000, 7500, 0
1, 9300, 7500, 0
13, 5000, 9000, 180
1, 9300, 9000, 180
13, 5000, 10000, 0
1, 9300, 10000, 0
13, 5000, 11500, 180
1, 9300, 11500, 180
13, 5000, 12500, 0
1, 9300, 12500, 0
