3, 0, 0, 0
3, 3400, 0, 0
3, 6800, 0, 0
3, 10200, 0, 0
3, 13600, 0, 0
3, 17000, 0, 0
3, 20400, 0, 0
3, 0, 2100, 180
3, 3400, 2100, 180
3, 6800, 2100, 180
3, 10200, 2100, 180
3, 13600, 2100, 180
3, 17000, 2100, 180
3, 20400, 2100, 180
1, 0, 4000, 0
1, 2200, 4000, 0
1, 0, 5600, 180
1, 2200, 5600, 180
1, 0, 6500, 0
1, 2200, 6500, 0
1, 0, 8100, 180
1, 2200, 8100, 180
1, 0, 9000, 0
1, 2200, 9000, 0
1, 0, 10600, 180
1, 2200, 10600, 180
1, 0, 11500, 0
1, 2200, 11500, 0
1, 0, 13100, 180
1, 2200, 13100, 180
1, 0, 14000, 0
1, 2200, 14000, 0
1, 0, 15600, 180
1, 2200, 15600, 180
1, 0, 16500, 0
1, 2200, 16500, 0
1, 0, 18100, 180
1, 2200, 18100, 180
2, 18000, 3500, 270
2, 18000, 6300, 270
2, 18000, 9100, 270
2, 19900, 3500, 90
2, 19900, 6300, 90
2, 19900, 9100, 90
2, 20900, 3500, 270
2, 20900, 6300, 270
2, 20900, 9100, 270
2, 22800, 3500, 90
2, 22800, 6300, 90
2, 22800, 9100, 90
3, 13000, 12000, 0
3, 13000, 14100, 180
3, 13000, 15200, 0
3, 13000, 17300, 180
3, 9500, 4000, 0
3, 9500, 6100, 180
3, 9500, 7200, 0
3, 9500, 9300, 180
3, 9500, 10400, 0
1, 21000, 12000, 0
1, 21000, 13600, 180
1, 21000, 14500, 0
1, 21000, 16100, 180
1, 21000, 17000, 0
1, 21000, 18600, 180
2, 6500, 16000, 0
2, 9300, 16000, 0
2, 6500, 17900, 180
2, 9300, 17900, 180
2, 33000, 23000, 0
2, 33000, 24900, 180
2, 33000, 25900, 0
2, 33000, 27800, 180
4, 4500, 8500, 0
4, 4500, 10800, 180
2, 24000, 15500, 0
2, 24000, 17400, 180
2, 24000, 18400, 0
2, 24000, 20300, 180
2, 27000, 18000, 0
2, 27000, 19900, 180
2, 27000, 20900, 0
2, 27000, 22800, 180
2, 30000, 20500, 0
2, 30000, 22400, 180
2, 30000, 23400, 0
2, 30000, 25300, 180
4, 13000, 8500, 0
4, 13000, 10800, 180
4, 36500, 26500, 270
4, 38800, 26500, 90
1, 4500, 12500, 270
1, 4500, 14700, 270
1, 4500, 16900, 270
3, 17000, 16000, 0
3, 17000, 18100, 180
