1, 0, 0, 0
1, 2200, 0, 0
1, 4400, 0, 0
1, 6600, 0, 0
1, 8800, 0, 0
1, 11000, 0, 0
1, 13200, 0, 0
1, 15400, 0, 0
1, 17600, 0, 0
1, 19800, 0, 0
1, 22000, 0, 0
1, 24200, 0, 0
1, 26400, 0, 0
1, 28600, 0, 0
1, 30800, 0, 0
1, 33000, 0, 0
1, 35200, 0, 0
1, 37400, 0, 0
1, 0, 1600, 180
1, 2200, 1600, 180
1, 4400, 1600, 180
1, 6600, 1600, 180
1, 8800, 1600, 180
1, 11000, 1600, 180
1, 13200, 1600, 180
1, 15400, 1600, 180
1, 17600, 1600, 180
1, 19800, 1600, 180
1, 22000, 1600, 180
1, 24200, 1600, 180
1, 26400, 1600, 180
1, 28600, 1600, 180
1, 30800, 1600, 180
1, 33000, 1600, 180
1, 35200, 1600, 180
1, 37400, 1600, 180
1, 0, 2500, 0
1, 2200, 2500, 0
1, 4400, 2500, 0
1, 6600, 2500, 0
1, 8800, 2500, 0
1, 11000, 2500, 0
1, 13200, 2500, 0
1, 15400, 2500, 0
1, 17600, 2500, 0
1, 19800, 2500, 0
1, 22000, 2500, 0
1, 24200, 2500, 0
1, 26400, 2500, 0
1, 28600, 2500, 0
1, 30800, 2500, 0
1, 33000, 2500, 0
1, 35200, 2500, 0
1, 37400, 2500, 0
1, 0, 4100, 180
1, 2200, 4100, 180
1, 4400, 4100, 180
1, 6600, 4100, 180
1, 8800, 4100, 180
1, 11000, 4100, 180
1, 13200, 4100, 180
1, 15400, 4100, 180
1, 17600, 4100, 180
1, 19800, 4100, 180
1, 22000, 4100, 180
1, 24200, 4100, 180
1, 26400, 4100, 180
1, 28600, 4100, 180
1, 30800, 4100, 180
1, 33000, 4100, 180
1, 35200, 4100, 180
1, 37400, 4100, 180
1, 20000, 5000, 0
1, 22200, 5000, 0
1, 24400, 5000, 0
1, 26600, 5000, 0
1, 28800, 5000, 0
1, 31000, 5000, 0
1, 33200, 5000, 0
1, 35400, 5000, 0
1, 37600, 5000, 0
1, 0, 5000, 0
1, 2200, 5000, 0
1, 4400, 5000, 0
1, 6600, 5000, 0
1, 8800, 5000, 0
1, 11000, 5000, 0
1, 20000, 6600, 180
1, 22200, 6600, 180
1, 24400, 6600, 180
1, 26600, 6600, 180
1, 28800, 6600, 180
1, 31000, 6600, 180
1, 33200, 6600, 180
1, 35400, 6600, 180
1, 37600, 6600, 180
1, 0, 6600, 180
1, 2200, 6600, 180
1, 4400, 6600, 180
1, 6600, 6600, 180
1, 8800, 6600, 180
1, 11000, 6600, 180
1, 20000, 7500, 0
1, 22200, 7500, 0
1, 24400, 7500, 0
1, 26600, 7500, 0
1, 28800, 7500, 0
1, 11000, 7500, 0
1, 9000, 9100, 180
1, 11200, 9100, 180
1, 20000, 9100, 180
1, 22200, 9100, 180
1, 24400, 9100, 180
1, 26600, 9100, 180
1, 28800, 9100, 180
1, 9000, 10000, 0
1, 11200, 10000, 0
1, 13400, 10000, 0
1, 15600, 10000, 0
1, 17800, 10000, 0
1, 20000, 10000, 0
1, 22200, 10000, 0
1, 24400, 10000, 0
1, 26600, 10000, 0
1, 28800, 10000, 0
1, 9000, 11600, 180
1, 11200, 11600, 180
1, 13400, 11600, 180
1, 15600, 11600, 180
1, 17800, 11600, 180
1, 20000, 11600, 180
1, 22200, 11600, 180
1, 24400, 11600, 180
1, 26600, 11600, 180
1, 28800, 11600, 180
1, 9000, 12500, 0
1, 11200, 12500, 0
1, 13400, 12500, 0
1, 15600, 12500, 0
1, 17800, 12500, 0
1, 20000, 12500, 0
1, 22200, 12500, 0
1, 24400, 12500, 0
1, 26600, 12500, 0
1, 28800, 12500, 0
1, 10800, 14100, 180
1, 13000, 14100, 180
1, 15200, 14100, 180
1, 17400, 14100, 180
1, 19600, 14100, 180
1, 21800, 14100, 180
1, 24000, 14100, 180
1, 26200, 14100, 180
1, 28400, 14100, 180
1, 2000, 15000, 0
1, 4200, 15000, 0
1, 6400, 15000, 0
1, 8600, 15000, 0
1, 10800, 15000, 0
1, 13000, 15000, 0
1, 15200, 15000, 0
1, 17400, 15000, 0
1, 26200, 15000, 0
1, 28400, 15000, 0
1, 30600, 15000, 0
1, 32800, 15000, 0
1, 35000, 15000, 0
1, 2000, 16600, 180
1, 4200, 16600, 180
1, 6400, 16600, 180
1, 8600, 16600, 180
1, 10800, 16600, 180
1, 13000, 16600, 180
1, 15200, 16600, 180
1, 17400, 16600, 180
1, 25000, 16600, 180
1, 27200, 16600, 180
1, 29400, 16600, 180
1, 31600, 16600, 180
1, 33800, 16600, 180
1, 2000, 17500, 0
1, 4200, 17500, 0
1, 6400, 17500, 0
1, 8600, 17500, 0
1, 10800, 17500, 0
1, 13000, 17500, 0
1, 15200, 17500, 0
1, 17400, 17500, 0
1, 25000, 17500, 0
1, 27200, 17500, 0
1, 29400, 17500, 0
1, 31600, 17500, 0
1, 33800, 17500, 0
1, 2000, 19100, 180
1, 4200, 19100, 180
1, 6400, 19100, 180
1, 8600, 19100, 180
1, 10800, 19100, 180
1, 13000, 19100, 180
1, 15200, 19100, 180
1, 17400, 19100, 180
1, 25000, 19100, 180
1, 27200, 19100, 180
1, 29400, 19100, 180
1, 31600, 19100, 180
