13, 0, 0, 0
13, 4300, 0, 0
13, 8600, 0, 0
1, 12900, 0, 0
13, 0, 1500, 180
13, 4300, 1500, 180
13, 8600, 1500, 180
1, 12900, 1500, 180
13, 0, 2500, 0
13, 4300, 2500, 0
13, 8600, 2500, 0
1, 12900, 2500, 0
13, 0, 4000, 270
13, 0, 8300, 270
5, 0, 12600, 270
13, 1500, 4000, 90
13, 1500, 8300, 90
5, 1500, 12600, 90
13, 2500, 4000, 270
13, 2500, 8300, 270
5, 2500, 12600, 270
13, 11000, 4000, 270
13, 11000, 8300, 270
5, 11000, 12600, 270
13, 12500, 4000, 90
13, 12500, 8300, 90
5, 12500, 12600, 90
13, 13500, 4000, 270
13, 13500, 8300, 270
5, 13500, 12600, 270
13, 4000, 11000, 0
5, 8300, 11000, 0
13, 4000, 12500, 180
5, 8300, 12500, 180
13, 4000, 13500, 0
5, 8300, 13500, 0
